t=0 sw=2 flow=0 pkt=0 | [12:13:15.602] [bmv2] [D] [thread 70268] [0.0] [cxt 0] Parser 'parser': start
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.111] [bmv2] [T] [thread 70268] [5.0] [cxt 0] Applying table 'tbl_log_probe89'
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.112] [bmv2] [D] [thread 70268] [5.0] [cxt 0] Looking up key:
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.112] [bmv2] [D] [thread 70268] [5.0] [cxt 0] Table 'tbl_log_probe89': miss
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.112] [bmv2] [D] [thread 70268] [5.0] [cxt 0] Action entry is log_probe89 - 
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.112] [bmv2] [T] [thread 70268] [5.0] [cxt 0] Action log_probe89
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.113] [bmv2] [T] [thread 70268] [5.0] [cxt 0] log_probe.p4(89) Primitive shared_counters.read(n, 32w0)
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.113] [bmv2] [T] [thread 70268] [5.0] [cxt 0] Read register 'shared_counters' at index 0 read value 10
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.113] [bmv2] [T] [thread 70268] [5.0] [cxt 0] log_probe.p4(90) Primitive n + 1
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.113] [bmv2] [T] [thread 70268] [5.0] [cxt 0] log_probe.p4(90) Primitive shared_counters.write(32w0, n + 1)
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.114] [bmv2] [T] [thread 70268] [5.0] [cxt 0] Wrote register 'shared_counters' at index 0 with value 11
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.114] [bmv2] [T] [thread 70268] [5.0] [cxt 0] log_probe.p4(93) Primitive hdr.ipv4.dstAddr
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.114] [bmv2] [T] [thread 70268] [5.0] [cxt 0] log_probe.p4(93) Primitive hdr.ipv4.ttl
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.114] [bmv2] [T] [thread 70268] [5.0] [cxt 0] log_probe.p4(93) Primitive n
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.115] [bmv2] [T] [thread 70268] [5.0] [cxt 0] log_probe.p4(92) Primitive             log_msg(\"INGRESS dst={} ttl={} counter={}\",
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.115] [bmv2] [I] [thread 70268] INGRESS dst=167837954 ttl=37 counter=10
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.115] [bmv2] [T] [thread 70268] [5.0] [cxt 0] Applying table 'MyIngress.ipv4_exact'
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.116] [bmv2] [D] [thread 70268] [5.0] [cxt 0] Looking up key:
t=0.005 sw=2 flow=1 pkt=5 | * hdr.ipv4.dstAddr    : 0a010102
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.116] [bmv2] [D] [thread 70268] [5.0] [cxt 0] Table 'MyIngress.ipv4_exact': hit with handle 1
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.116] [bmv2] [D] [thread 70268] [5.0] [cxt 0] Dumping entry 1
t=0.005 sw=2 flow=1 pkt=5 | Match key:
t=0.005 sw=2 flow=1 pkt=5 | * hdr.ipv4.dstAddr    : EXACT     0a010102
t=0.005 sw=2 flow=1 pkt=5 | Action entry: MyIngress.forward - 1,
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.117] [bmv2] [D] [thread 70268] [5.0] [cxt 0] Action entry is MyIngress.forward - 1,
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.117] [bmv2] [T] [thread 70268] [5.0] [cxt 0] Action MyIngress.forward
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.117] [bmv2] [T] [thread 70268] [5.0] [cxt 0] log_probe.p4(70) Primitive standard_metadata.egress_spec = port
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.117] [bmv2] [T] [thread 70268] [5.0] [cxt 0] log_probe.p4(71) Primitive hdr.ipv4.ttl = hdr.ipv4.ttl - 1
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.118] [bmv2] [T] [thread 70268] [5.0] [cxt 0] Applying table 'tbl_log_probe95'
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.118] [bmv2] [D] [thread 70268] [5.0] [cxt 0] Looking up key:
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.118] [bmv2] [D] [thread 70268] [5.0] [cxt 0] Table 'tbl_log_probe95': miss
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.118] [bmv2] [D] [thread 70268] [5.0] [cxt 0] Action entry is log_probe95 - 
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.119] [bmv2] [T] [thread 70268] [5.0] [cxt 0] Action log_probe95
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.119] [bmv2] [T] [thread 70268] [5.0] [cxt 0] log_probe.p4(95) Primitive             log_msg(\"INGRESS decided egress_spec={}\", {standard_metadata.egress_spec});
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.119] [bmv2] [T] [thread 70268] [5.0] [cxt 0] log_probe.p4(95) Primitive             log_msg(\"INGRESS decided egress_spec={}\", {standard_metadata.egress_spec});
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.119] [bmv2] [I] [thread 70268] INGRESS decided egress_spec=1
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.120] [bmv2] [D] [thread 70268] [5.0] [cxt 0] Pipeline 'ingress': end
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.120] [bmv2] [D] [thread 70268] [5.0] [cxt 0] Pipeline 'egress': start
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.120] [bmv2] [T] [thread 70268] [5.0] [cxt 0] log_probe.p4(103) Condition "hdr.ipv4.isValid()" (node_8) is true
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.120] [bmv2] [T] [thread 70268] [5.0] [cxt 0] Applying table 'tbl_log_probe106'
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.121] [bmv2] [D] [thread 70268] [5.0] [cxt 0] Looking up key:
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.121] [bmv2] [D] [thread 70268] [5.0] [cxt 0] Table 'tbl_log_probe106': miss
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.121] [bmv2] [D] [thread 70268] [5.0] [cxt 0] Action entry is log_probe106 - 
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.121] [bmv2] [T] [thread 70268] [5.0] [cxt 0] Action log_probe106
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.122] [bmv2] [T] [thread 70268] [5.0] [cxt 0] log_probe.p4(106) Primitive shared_counters.read(n, 32w0)
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.122] [bmv2] [T] [thread 70268] [5.0] [cxt 0] Read register 'shared_counters' at index 0 read value 11
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.122] [bmv2] [T] [thread 70268] [5.0] [cxt 0] log_probe.p4(107) Primitive n + 1
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.122] [bmv2] [T] [thread 70268] [5.0] [cxt 0] log_probe.p4(107) Primitive shared_counters.write(32w0, n + 1)
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.123] [bmv2] [T] [thread 70268] [5.0] [cxt 0] Wrote register 'shared_counters' at index 0 with value 12
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.123] [bmv2] [T] [thread 70268] [5.0] [cxt 0] log_probe.p4(111) Primitive shared_counters.read(e, 32w1)
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.123] [bmv2] [T] [thread 70268] [5.0] [cxt 0] Read register 'shared_counters' at index 1 read value 5
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.124] [bmv2] [T] [thread 70268] [5.0] [cxt 0] log_probe.p4(112) Primitive e + 1
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.124] [bmv2] [T] [thread 70268] [5.0] [cxt 0] log_probe.p4(112) Primitive shared_counters.write(32w1, e + 1)
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.124] [bmv2] [T] [thread 70268] [5.0] [cxt 0] Wrote register 'shared_counters' at index 1 with value 6
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.124] [bmv2] [D] [thread 70268] [5.0] [cxt 0] Pipeline 'egress': end
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.125] [bmv2] [D] [thread 70268] [5.0] [cxt 0] Deparser 'deparser': start
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.125] [bmv2] [D] [thread 70268] [5.0] [cxt 0] Deparsing header 'ethernet'
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.125] [bmv2] [D] [thread 70268] [5.0] [cxt 0] Deparsing header 'ipv4'
t=0.005 sw=2 flow=1 pkt=5 | [12:13:16.125] [bmv2] [D] [thread 70268] [5.0] [cxt 0] Deparser 'deparser': end
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.126] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Parser 'parser': start
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.126] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Parser 'parser' entering state 'start'
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.126] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Extracting header 'ethernet'
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.127] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Parser state 'start': key is 0800
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.127] [bmv2] [T] [thread 70268] [6.0] [cxt 0] Bytes parsed: 14
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.127] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Parser 'parser' entering state 'parse_ipv4'
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.127] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Extracting header 'ipv4'
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.127] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Parser state 'parse_ipv4' has no switch, going to default next state
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.128] [bmv2] [T] [thread 70268] [6.0] [cxt 0] Bytes parsed: 34
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.128] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Parser 'parser': end
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.128] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Pipeline 'ingress': start
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.128] [bmv2] [T] [thread 70268] [6.0] [cxt 0] log_probe.p4(87) Condition "hdr.ipv4.isValid()" (node_2) is true
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.129] [bmv2] [T] [thread 70268] [6.0] [cxt 0] Applying table 'tbl_log_probe89'
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.129] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Looking up key:
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.129] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Table 'tbl_log_probe89': miss
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.129] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Action entry is log_probe89 - 
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.129] [bmv2] [T] [thread 70268] [6.0] [cxt 0] Action log_probe89
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.130] [bmv2] [T] [thread 70268] [6.0] [cxt 0] log_probe.p4(89) Primitive shared_counters.read(n, 32w0)
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.130] [bmv2] [T] [thread 70268] [6.0] [cxt 0] Read register 'shared_counters' at index 0 read value 12
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.130] [bmv2] [T] [thread 70268] [6.0] [cxt 0] log_probe.p4(90) Primitive n + 1
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.131] [bmv2] [T] [thread 70268] [6.0] [cxt 0] log_probe.p4(90) Primitive shared_counters.write(32w0, n + 1)
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.131] [bmv2] [T] [thread 70268] [6.0] [cxt 0] Wrote register 'shared_counters' at index 0 with value 13
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.131] [bmv2] [T] [thread 70268] [6.0] [cxt 0] log_probe.p4(93) Primitive hdr.ipv4.dstAddr
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.131] [bmv2] [T] [thread 70268] [6.0] [cxt 0] log_probe.p4(93) Primitive hdr.ipv4.ttl
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.132] [bmv2] [T] [thread 70268] [6.0] [cxt 0] log_probe.p4(93) Primitive n
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.132] [bmv2] [T] [thread 70268] [6.0] [cxt 0] log_probe.p4(92) Primitive             log_msg(\"INGRESS dst={} ttl={} counter={}\",
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.132] [bmv2] [I] [thread 70268] INGRESS dst=167837953 ttl=38 counter=12
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.132] [bmv2] [T] [thread 70268] [6.0] [cxt 0] Applying table 'MyIngress.ipv4_exact'
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.133] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Looking up key:
t=0.006 sw=2 flow=0 pkt=6 | * hdr.ipv4.dstAddr    : 0a010101
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.133] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Table 'MyIngress.ipv4_exact': hit with handle 0
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.134] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Dumping entry 0
t=0.006 sw=2 flow=0 pkt=6 | Match key:
t=0.006 sw=2 flow=0 pkt=6 | * hdr.ipv4.dstAddr    : EXACT     0a010101
t=0.006 sw=2 flow=0 pkt=6 | Action entry: MyIngress.forward - 0,
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.134] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Action entry is MyIngress.forward - 0,
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.135] [bmv2] [T] [thread 70268] [6.0] [cxt 0] Action MyIngress.forward
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.135] [bmv2] [T] [thread 70268] [6.0] [cxt 0] log_probe.p4(70) Primitive standard_metadata.egress_spec = port
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.135] [bmv2] [T] [thread 70268] [6.0] [cxt 0] log_probe.p4(71) Primitive hdr.ipv4.ttl = hdr.ipv4.ttl - 1
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.135] [bmv2] [T] [thread 70268] [6.0] [cxt 0] Applying table 'tbl_log_probe95'
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.136] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Looking up key:
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.136] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Table 'tbl_log_probe95': miss
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.136] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Action entry is log_probe95 - 
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.136] [bmv2] [T] [thread 70268] [6.0] [cxt 0] Action log_probe95
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.137] [bmv2] [T] [thread 70268] [6.0] [cxt 0] log_probe.p4(95) Primitive             log_msg(\"INGRESS decided egress_spec={}\", {standard_metadata.egress_spec});
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.137] [bmv2] [T] [thread 70268] [6.0] [cxt 0] log_probe.p4(95) Primitive             log_msg(\"INGRESS decided egress_spec={}\", {standard_metadata.egress_spec});
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.137] [bmv2] [I] [thread 70268] INGRESS decided egress_spec=0
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.137] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Pipeline 'ingress': end
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.138] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Pipeline 'egress': start
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.138] [bmv2] [T] [thread 70268] [6.0] [cxt 0] log_probe.p4(103) Condition "hdr.ipv4.isValid()" (node_8) is true
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.138] [bmv2] [T] [thread 70268] [6.0] [cxt 0] Applying table 'tbl_log_probe106'
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.138] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Looking up key:
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.139] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Table 'tbl_log_probe106': miss
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.139] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Action entry is log_probe106 - 
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.139] [bmv2] [T] [thread 70268] [6.0] [cxt 0] Action log_probe106
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.139] [bmv2] [T] [thread 70268] [6.0] [cxt 0] log_probe.p4(106) Primitive shared_counters.read(n, 32w0)
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.140] [bmv2] [T] [thread 70268] [6.0] [cxt 0] Read register 'shared_counters' at index 0 read value 13
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.140] [bmv2] [T] [thread 70268] [6.0] [cxt 0] log_probe.p4(107) Primitive n + 1
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.140] [bmv2] [T] [thread 70268] [6.0] [cxt 0] log_probe.p4(107) Primitive shared_counters.write(32w0, n + 1)
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.140] [bmv2] [T] [thread 70268] [6.0] [cxt 0] Wrote register 'shared_counters' at index 0 with value 14
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.141] [bmv2] [T] [thread 70268] [6.0] [cxt 0] log_probe.p4(111) Primitive shared_counters.read(e, 32w1)
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.141] [bmv2] [T] [thread 70268] [6.0] [cxt 0] Read register 'shared_counters' at index 1 read value 6
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.141] [bmv2] [T] [thread 70268] [6.0] [cxt 0] log_probe.p4(112) Primitive e + 1
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.141] [bmv2] [T] [thread 70268] [6.0] [cxt 0] log_probe.p4(112) Primitive shared_counters.write(32w1, e + 1)
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.142] [bmv2] [T] [thread 70268] [6.0] [cxt 0] Wrote register 'shared_counters' at index 1 with value 7
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.142] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Pipeline 'egress': end
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.142] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Deparser 'deparser': start
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.143] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Deparsing header 'ethernet'
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.143] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Deparsing header 'ipv4'
t=0.006 sw=2 flow=0 pkt=6 | [12:13:16.143] [bmv2] [D] [thread 70268] [6.0] [cxt 0] Deparser 'deparser': end
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.143] [bmv2] [D] [thread 70268] [7.0] [cxt 0] Parser 'parser': start
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.144] [bmv2] [D] [thread 70268] [7.0] [cxt 0] Parser 'parser' entering state 'start'
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.144] [bmv2] [D] [thread 70268] [7.0] [cxt 0] Extracting header 'ethernet'
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.144] [bmv2] [D] [thread 70268] [7.0] [cxt 0] Parser state 'start': key is 0800
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.144] [bmv2] [T] [thread 70268] [7.0] [cxt 0] Bytes parsed: 14
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.145] [bmv2] [D] [thread 70268] [7.0] [cxt 0] Parser 'parser' entering state 'parse_ipv4'
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.145] [bmv2] [D] [thread 70268] [7.0] [cxt 0] Extracting header 'ipv4'
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.145] [bmv2] [D] [thread 70268] [7.0] [cxt 0] Parser state 'parse_ipv4' has no switch, going to default next state
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.145] [bmv2] [T] [thread 70268] [7.0] [cxt 0] Bytes parsed: 34
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.146] [bmv2] [D] [thread 70268] [7.0] [cxt 0] Parser 'parser': end
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.146] [bmv2] [D] [thread 70268] [7.0] [cxt 0] Pipeline 'ingress': start
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.146] [bmv2] [T] [thread 70268] [7.0] [cxt 0] log_probe.p4(87) Condition "hdr.ipv4.isValid()" (node_2) is true
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.146] [bmv2] [T] [thread 70268] [7.0] [cxt 0] Applying table 'tbl_log_probe89'
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.146] [bmv2] [D] [thread 70268] [7.0] [cxt 0] Looking up key:
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.147] [bmv2] [D] [thread 70268] [7.0] [cxt 0] Table 'tbl_log_probe89': miss
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.147] [bmv2] [D] [thread 70268] [7.0] [cxt 0] Action entry is log_probe89 - 
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.147] [bmv2] [T] [thread 70268] [7.0] [cxt 0] Action log_probe89
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.147] [bmv2] [T] [thread 70268] [7.0] [cxt 0] log_probe.p4(89) Primitive shared_counters.read(n, 32w0)
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.148] [bmv2] [T] [thread 70268] [7.0] [cxt 0] Read register 'shared_counters' at index 0 read value 14
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.148] [bmv2] [T] [thread 70268] [7.0] [cxt 0] log_probe.p4(90) Primitive n + 1
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.148] [bmv2] [T] [thread 70268] [7.0] [cxt 0] log_probe.p4(90) Primitive shared_counters.write(32w0, n + 1)
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.148] [bmv2] [T] [thread 70268] [7.0] [cxt 0] Wrote register 'shared_counters' at index 0 with value 15
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.149] [bmv2] [T] [thread 70268] [7.0] [cxt 0] log_probe.p4(93) Primitive hdr.ipv4.dstAddr
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.149] [bmv2] [T] [thread 70268] [7.0] [cxt 0] log_probe.p4(93) Primitive hdr.ipv4.ttl
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.149] [bmv2] [T] [thread 70268] [7.0] [cxt 0] log_probe.p4(93) Primitive n
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.149] [bmv2] [T] [thread 70268] [7.0] [cxt 0] log_probe.p4(92) Primitive             log_msg(\"INGRESS dst={} ttl={} counter={}\",
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.150] [bmv2] [I] [thread 70268] INGRESS dst=167837954 ttl=39 counter=14
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.150] [bmv2] [T] [thread 70268] [7.0] [cxt 0] Applying table 'MyIngress.ipv4_exact'
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.150] [bmv2] [D] [thread 70268] [7.0] [cxt 0] Looking up key:
t=0.007 sw=2 flow=1 pkt=7 | * hdr.ipv4.dstAddr    : 0a010102
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.151] [bmv2] [D] [thread 70268] [7.0] [cxt 0] Table 'MyIngress.ipv4_exact': hit with handle 1
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.151] [bmv2] [D] [thread 70268] [7.0] [cxt 0] Dumping entry 1
t=0.007 sw=2 flow=1 pkt=7 | Match key:
t=0.007 sw=2 flow=1 pkt=7 | * hdr.ipv4.dstAddr    : EXACT     0a010102
t=0.007 sw=2 flow=1 pkt=7 | Action entry: MyIngress.forward - 1,
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.151] [bmv2] [D] [thread 70268] [7.0] [cxt 0] Action entry is MyIngress.forward - 1,
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.152] [bmv2] [T] [thread 70268] [7.0] [cxt 0] Action MyIngress.forward
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.152] [bmv2] [T] [thread 70268] [7.0] [cxt 0] log_probe.p4(70) Primitive standard_metadata.egress_spec = port
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.152] [bmv2] [T] [thread 70268] [7.0] [cxt 0] log_probe.p4(71) Primitive hdr.ipv4.ttl = hdr.ipv4.ttl - 1
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.152] [bmv2] [T] [thread 70268] [7.0] [cxt 0] Applying table 'tbl_log_probe95'
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.153] [bmv2] [D] [thread 70268] [7.0] [cxt 0] Looking up key:
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.153] [bmv2] [D] [thread 70268] [7.0] [cxt 0] Table 'tbl_log_probe95': miss
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.153] [bmv2] [D] [thread 70268] [7.0] [cxt 0] Action entry is log_probe95 - 
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.153] [bmv2] [T] [thread 70268] [7.0] [cxt 0] Action log_probe95
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.154] [bmv2] [T] [thread 70268] [7.0] [cxt 0] log_probe.p4(95) Primitive             log_msg(\"INGRESS decided egress_spec={}\", {standard_metadata.egress_spec});
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.154] [bmv2] [T] [thread 70268] [7.0] [cxt 0] log_probe.p4(95) Primitive             log_msg(\"INGRESS decided egress_spec={}\", {standard_metadata.egress_spec});
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.154] [bmv2] [I] [thread 70268] INGRESS decided egress_spec=1
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.155] [bmv2] [D] [thread 70268] [7.0] [cxt 0] Pipeline 'ingress': end
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.155] [bmv2] [D] [thread 70268] [7.0] [cxt 0] Pipeline 'egress': start
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.155] [bmv2] [T] [thread 70268] [7.0] [cxt 0] log_probe.p4(103) Condition "hdr.ipv4.isValid()" (node_8) is true
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.155] [bmv2] [T] [thread 70268] [7.0] [cxt 0] Applying table 'tbl_log_probe106'
t=0.007 sw=2 flow=1 pkt=7 | [12:13:16.155] [bmv2] [D] [thread 70268] [7.0] [cxt 0] Looking up key:
